SPEAKER,SENTENCE,DATAID,DOMAINID,DOMAIN,CATEGORY,SPEAKERID,SENTENCEID,MAIN,SUB,QA,QACNCT,MQ,SQ,UA,SA,개체명,용어사전,지식베이스
점원,이 양갱은 어떠신가요?,16401015,D,소매,제과점,0,4,소비자 특성에 따른 추천 요청,양갱이 추천,Q,,,이 양갱은 어떠신가요?,,,양갱,,양갱/과자 종류
고객,당뇨가 있으셔서 너무 달면 안 될 텐데,16401015,D,소매,제과점,1,5,소비자 특성에 따른 추천 요청,양갱이 추천,A,,,,당뇨가 있으셔서 너무 달면 안 될 텐데,,,,
점원,팥과 고구마로 만들어서 어르신들도 즐겨 드실 수 있는 적당한 당도에요,16401015,D,소매,제과점,0,6,소비자 특성에 따른 추천 요청,,A,,,,,팥과 고구마로 만들어서 어르신들도 즐겨 드실 수 있는 적당한 당도에요,"팥,고구마,어르신들",어르신들/어른,"팥/재료,어른/연령대"
고객,양갱이가 어른들에게 좋을까요?,16401015,D,소매,제과점,1,7,소비자 특성에 따른 추천 요청,,Q,,양갱이가 어른들에게 좋을까요?,,,,"양갱이,어른들",양갱이/양갱,"양갱/과자 종류,어른들/연령대"
점원,이 양갱으로 드릴까요?,16401015,D,소매,제과점,0,8,소비자 특성에 따른 추천 요청,양갱이 구매 확인,Q,,,이 양갱으로 드릴까요?,,,양갱,,양갱/과자 종류
고객,"네, 이 양갱과 제가 먹을 쿠키도 좀 사고 싶습니다",16401015,D,소매,제과점,1,9,소비자 특성에 따른 추천 요청,양갱이 구매 확인,A,,,,"네, 이 양갱과 제가 먹을 쿠키도 좀 사고 싶습니다",,"양갱,쿠키",,"양갱/과자 종류,쿠키/과자 종류"
점원,가져다주시면 바로 결제해드릴게요,16401015,D,소매,제과점,0,10,맛에 대한 문의요청,,A,,,,,가져다주시면 바로 결제해드릴게요,결제,,
고객,오늘 바게트는 언제 나오나요?,16401783,D,소매,제과점,1,1,빵 나오는 시간 문의,,Q,,오늘 바게트는 언제 나오나요?,,,,"오늘,바게트",,"오늘/시간,바게트/빵 종류"
점원,바게트는 오후 2시에 한 번 더 나올 예정이에요,16401783,D,소매,제과점,0,2,빵 나오는 시간 문의,,A,,,,,바게트는 오후 2시에 한 번 더 나올 예정이에요,"바게트,오후,2시",,"바게트/빵 종류,오후/시간,2시/시간"
고객,오전에 나온 바게트는 다 팔렸나요?,16401783,D,소매,제과점,1,3,빵 소진 문의,,Q,,오전에 나온 바게트는 다 팔렸나요?,,,,"오전,바게트",,"오전/시간,바게트/빵 종류"
점원,"네, 바게트는 다 팔렸어요",16401783,D,소매,제과점,0,4,빵 소진 문의,,A,,,,,"네, 바게트는 다 팔렸어요",바게트,,바게트/빵 종류
고객,바게트 말고 다른 빵 어떤 게 잘 나가요?,16401783,D,소매,제과점,1,5,인기상품 문의,,Q,,바게트 말고 다른 빵 어떤 게 잘 나가요?,,,,"바게트,빵",,"바게트/빵 종류,빵/음식 종류"
점원,요즘은 앙버터 잘 나가고 있어요,16401783,D,소매,제과점,0,6,인기상품 문의,,A,,,,,요즘은 앙버터 잘 나가고 있어요,앙버터,,앙버터/빵 종류
고객,앙버터가 뭐예요?,16401783,D,소매,제과점,1,7,빵 종류 문의,,Q,,앙버터가 뭐예요?,,,,앙버터,,앙버터/빵 종류
점원,빵 안에 버터하고 팥앙금이 같이 들어간 빵이에요,16401783,D,소매,제과점,0,8,빵 종류 문의,,A,,,,,빵 안에 버터하고 팥앙금이 같이 들어간 빵이에요,"버터,팥앙금,빵",,빵/음식 종류
고객,그 빵은 어딨어요?,16401783,D,소매,제과점,1,9,진열위치 문의,,Q,,그 빵은 어딨어요?,,,,빵,,빵/음식 종류
점원,저기 곰보빵 옆에 있어요,16401783,D,소매,제과점,0,10,진열위치 문의,,A,,,,,저기 곰보빵 옆에 있어요,곰보빵,,곰보빵/빵 종류
고객,혹시 이 빵 안에 잼이 들어있나요?,16357500,D,소매,제과점,1,1,재료 문의,,Q,,혹시 이 빵 안에 잼이 들어있나요?,,,,"빵,잼",,빵/음식 종류
점원,"네, 블루베리 잼이 들어 있어요",16357500,D,소매,제과점,0,2,재료 문의,,A,,,,,"네, 블루베리 잼이 들어 있어요",블루베리 잼,,블루베리 잼/잼 종류
고객,이 위에 뿌려진 건 아몬드인가요?,16357500,D,소매,제과점,1,3,재료 문의,,Q,,이 위에 뿌려진 건 아몬드인가요?,,,,아몬드,,아몬드/견과류
점원,"네, 아몬드 맞아요",16357500,D,소매,제과점,0,4,재료 문의,,A,,,,,"네, 아몬드 맞아요",아몬드,,아몬드/견과류
고객,여기 바게트는 없나요?,16357500,D,소매,제과점,1,5,빵 종류 문의,,Q,,여기 바게트는 없나요?,,,,바게트,,바게트/빵 종류
점원,바게트는 오늘 다 팔렸어요,16357500,D,소매,제과점,0,6,빵 종류 문의,,A,,,,,바게트는 오늘 다 팔렸어요,바게트,,바게트/빵 종류
고객,블루베리 빵이랑 아몬드 빵 계산해주세요,16357500,D,소매,제과점,1,7,결제 문의요청,,Q,,블루베리 빵이랑 아몬드 빵 계산해주세요,,,,"블루베리 빵,아몬드 빵",,"블루베리 빵/빵 종류,아몬드 빵/빵 종류"
점원,포인트 적립하시나요?,16357500,D,소매,제과점,0,8,결제 문의요청,포인트적립 확인,Q,,,포인트 적립하시나요?,,,"포인트,적립",,
고객,"아니요, 괜찮습니다",16357500,D,소매,제과점,1,9,결제 문의요청,포인트적립 확인,A,,,,"아니요, 괜찮습니다",,,,
점원,"네, 계산해 드릴게요",16357500,D,소매,제과점,0,10,결제 문의요청,,A,7,,,,"네, 계산해 드릴게요",계산,,
고객,생크림 케이크 다른 사이즈 있나요?,16336765,D,소매,제과점,1,1,제품 사이즈 문의,,Q,,생크림 케이크 다른 사이즈 있나요?,,,,"생크림 케이크,사이즈",,생크림 케이크/케이크 종류
점원,생크림은 지금 1호만 남아있어요,16336765,D,소매,제과점,0,2,제품 사이즈 문의,,A,,,,,생크림은 지금 1호만 남아있어요,"생크림,1호",,"생크림/크림 종류,1호/크기"
고객,생크림 1호로 주세요,16336765,D,소매,제과점,1,3,제품 사이즈 문의,,Q,,생크림 1호로 주세요,,,,"생크림,1호",,"생크림/크림 종류,1호/크기"
점원,초는 몇 개 드릴까요?,16336765,D,소매,제과점,0,4,제품 사이즈 문의,케이크 초 문의,Q,,,초는 몇 개 드릴까요?,,,"초,몇 개",,몇 개/수량
고객,초는 8개 주세요,16336765,D,소매,제과점,1,5,제품 사이즈 문의,케이크 초 문의,A,,,,초는 8개 주세요,,"초,8개",,8개/수량
점원,폭죽도 넣어드릴까요?,16336765,D,소매,제과점,0,6,제품 사이즈 문의,케이크 부품 확인,Q,,,폭죽도 넣어드릴까요?,,,폭죽,,
고객,"네, 폭죽이랑 같이 주세요",16336765,D,소매,제과점,1,7,제품 사이즈 문의,케이크 부품 확인,A,,,,"네, 폭죽이랑 같이 주세요",,폭죽,,
점원,"케이크랑 초, 총 삼만 원이에요",16336765,D,소매,제과점,0,8,제품 사이즈 문의,,A,3,,,,"케이크랑 초, 총 삼만 원이에요","케이크,초,삼만 원",,"케이크/음식 종류,삼만 원/가격"
고객,포인트로 결제해도 되나요?,16336765,D,소매,제과점,1,9,적립카드적립금 사용,,Q,,포인트로 결제해도 되나요?,,,,"포인트,결제",,
점원,"네, 핸드폰 번호 눌러주세요",16336765,D,소매,제과점,0,10,적립카드적립금 사용,,A,,,,,"네, 핸드폰 번호 눌러주세요",핸드폰 번호,,
고객,치즈 케이크는 없나요?,16354688,D,소매,제과점,1,1,빵 종류 문의,,Q,,치즈 케이크는 없나요?,,,,치즈 케이크,,치즈 케이크/케이크 종류
점원,치즈 케이크는 오늘 나온 거 다 팔렸어요,16354688,D,소매,제과점,0,2,빵 종류 문의,,A,,,,,치즈 케이크는 오늘 나온 거 다 팔렸어요,치즈 케이크,,치즈 케이크/케이크 종류
고객,예약하면 내일 아침에 가져갈 수 있나요?,16354688,D,소매,제과점,1,3,예약문의요청,,Q,,예약하면 내일 아침에 가져갈 수 있나요?,,,,"예약,내일,아침",,"내일/시간,아침/시간"
점원,"네, 내일 아침 가능해요",16354688,D,소매,제과점,0,4,예약문의요청,,A,,,,,"네, 내일 아침 가능해요","내일,아침",,"내일/시간,아침/시간"
고객,치즈 케이크 하나 예약할게요,16354688,D,소매,제과점,1,5,예약문의요청,,Q,,치즈 케이크 하나 예약할게요,,,,"치즈 케이크,하나,예약",,"치즈 케이크/케이크 종류,하나/수량"
점원,초는 몇 개 넣어드릴까요?,16354688,D,소매,제과점,0,6,예약문의요청,케이크 초 문의,Q,,,초는 몇 개 넣어드릴까요?,,,"초,몇 개",,몇 개/수량
고객,초는 괜찮고 폭죽만 넣어주세요,16354688,D,소매,제과점,1,7,예약문의요청,케이크 초 문의,A,,,,초는 괜찮고 폭죽만 넣어주세요,,"초,폭죽",,
점원,"네, 초는 케이크랑 같이 드릴게요",16354688,D,소매,제과점,0,8,예약문의요청,,A,5,,,,"네, 초는 케이크랑 같이 드릴게요","초,케이크",,케이크/음식 종류
고객,계산 미리 하고 갈게요,16354688,D,소매,제과점,1,9,결제 문의요청,,Q,,계산 미리 하고 갈게요,,,,계산,,
점원,2만 8천 원이에요,16354688,D,소매,제과점,0,10,결제 문의요청,,A,,,,,2만 8천 원이에요,2만 8천 원,,2만 8천 원/가격
고객,테이블에서 먹고 가도 되죠?,16353153,D,소매,제과점,1,1,테이블 이용 문의,,Q,,테이블에서 먹고 가도 되죠?,,,,테이블,,
점원,"네, 테이블에서 앉아 드세요",16353153,D,소매,제과점,0,2,테이블 이용 문의,,A,,,,,"네, 테이블에서 앉아 드세요",테이블,,
고객,제가 견과류는 못 먹어요,16353153,D,소매,제과점,1,3,소비자 특성에 따른 추천 요청,,Q,,제가 견과류는 못 먹어요,,,,견과류,,
점원,견과류 안 들어간 것 알려드릴게요,16353153,D,소매,제과점,0,4,소비자 특성에 따른 추천 요청,,A,,,,,견과류 안 들어간 것 알려드릴게요,견과류,,
고객,크림빵은 얼마에요?,16353153,D,소매,제과점,1,5,가격 문의,,Q,,크림빵은 얼마에요?,,,,크림빵,,크림빵/빵 종류
점원,크림빵은 1500원이에요,16353153,D,소매,제과점,0,6,가격 문의,,A,,,,,크림빵은 1500원이에요,"크림빵,1500원",,"크림빵/빵 종류,1500원/가격"
고객,우유 말고 마실 거 있나요?,16353153,D,소매,제과점,1,7,음료 문의주문,,Q,,우유 말고 마실 거 있나요?,,,,우유,,우유/음료 종류
점원,메뉴 보면 커피 종류 많아요,16353153,D,소매,제과점,0,8,음료 문의주문,,A,,,,,메뉴 보면 커피 종류 많아요,"메뉴,커피",,커피/음료 종류
고객,라테 한잔 부탁드려요,16353153,D,소매,제과점,1,9,음료 문의주문,,Q,,라테 한잔 부탁드려요,,,,"라테,한잔",,"라테/커피 종류,한잔/수량"
점원,빵이랑 같이 드릴게요,16353153,D,소매,제과점,0,10,음료 문의주문,,A,,,,,빵이랑 같이 드릴게요,빵,,빵/음식 종류
고객,여기서 제일 잘 나가는 빵이 무엇인가요?,16406148,D,소매,제과점,1,1,인기상품 문의,,Q,,여기서 제일 잘 나가는 빵이 무엇인가요?,,,,빵,,빵/음식 종류
점원,저희 제과점의 추천 메뉴인 왕 소시지 빵이에요,16406148,D,소매,제과점,0,2,인기상품 문의,,A,,,,,저희 제과점의 추천 메뉴인 왕 소시지 빵이에요,"제과점,왕 소시지 빵",,"제과점/가게 종류,왕 소시지 빵/빵 종류"
고객,왕 소시지 빵 데워갈 수도 있나요?,16406148,D,소매,제과점,1,3,빵 보온 요청,,Q,,왕 소시지 빵 데워갈 수도 있나요?,,,,왕 소시지 빵,,왕 소시지 빵/빵 종류
점원,"네, 말씀하시면 데워드려요",16406148,D,소매,제과점,0,4,빵 보온 요청,,A,,,,,"네, 말씀하시면 데워드려요",,,
고객,왕 소시지 빵 지금 나와 있는 개수가 전부인가요?,16406148,D,소매,제과점,1,5,판매수량 문의,,Q,,왕 소시지 빵 지금 나와 있는 개수가 전부인가요?,,,,"왕 소시지 빵,개수",,왕 소시지 빵/빵 종류
점원,지금 세 개 더 나오고 있어서 총 5개 있어요,16406148,D,소매,제과점,0,6,판매수량 문의,,A,,,,,지금 세 개 더 나오고 있어서 총 5개 있어요,"세 개,5개",,"세 개/수량,5개/수량"
고객,다섯 개 중 2개는 데워주시고 3개는 그냥 주시겠어요?,16406148,D,소매,제과점,1,7,빵 보온 요청,,Q,,다섯 개 중 2개는 데워주시고 3개는 그냥 주시겠어요?,,,,"다섯 개,2개,3개",,"다섯 개/수량,2개/수량,3개/수량"
점원,"네, 더 필요한 건 없으신가요?",16406148,D,소매,제과점,0,8,빵 보온 요청,추가 주문 확인,Q,,,"네, 더 필요한 건 없으신가요?",,,,,
고객,커피 마시고 싶은데요,16406148,D,소매,제과점,1,9,빵 보온 요청,추가 주문 확인,A,,,,커피 마시고 싶은데요,,커피,,커피/음료 종류
점원,죄송해요. 저희 제과점은 빵과 쿠키와 케이크만 취급하고 있어요,16406148,D,소매,제과점,0,10,빵 보온 요청,,A,,,,,죄송해요. 저희 제과점은 빵과 쿠키와 케이크만 취급하고 있어요,"제과점,빵,쿠키,케이크",,"제과점/가게 종류,빵/음식 종류,쿠키/과자 종류,케이크/음식 종류"
고객,혹시 지금 옥수수 식빵은 다 나갔나요?,16356742,D,소매,제과점,1,1,빵 소진 문의,,Q,,혹시 지금 옥수수 식빵은 다 나갔나요?,,,,옥수수 식빵,,옥수수 식빵/식빵 종류
점원,"네, 손님 오늘은 옥수수 식빵이 다 팔렸어요",16356742,D,소매,제과점,0,2,빵 소진 문의,,A,,,,,"네, 손님 오늘은 옥수수 식빵이 다 팔렸어요","손님,옥수수 식빵",,"손님/호칭,옥수수 식빵/식빵 종류"
고객,우유 식빵은 남아 있나요?,16356742,D,소매,제과점,1,3,빵 소진 문의,,Q,,우유 식빵은 남아 있나요?,,,,우유 식빵,,우유 식빵/식빵 종류
점원,우유식빵은 창고에 재고가 있어요,16356742,D,소매,제과점,0,4,빵 소진 문의,,A,,,,,우유식빵은 창고에 재고가 있어요,우유식빵,,우유식빵/식빵 종류
고객,우유 식빵 2개만 가져다주세요,16356742,D,소매,제과점,1,5,빵 주문,,Q,,우유 식빵 2개만 가져다주세요,,,,"우유 식빵,2개",,"우유 식빵/식빵 종류,2개/수량"
점원,여기 우유식빵 2개 드릴게요,16356742,D,소매,제과점,0,6,빵 주문,,A,,,,,여기 우유식빵 2개 드릴게요,"우유식빵,2개",,"우유식빵/식빵 종류,2개/수량"
고객,혹시 내일 옥수수 식빵 몇 시쯤 들어와요?,16356742,D,소매,제과점,1,7,빵 나오는 시간 문의,,Q,,혹시 내일 옥수수 식빵 몇 시쯤 들어와요?,,,,"내일,옥수수 식빵,몇 시",,"내일/시간,옥수수 식빵/식빵 종류,몇 시/시간"
점원,오전 10시~11시 사이에 들어와요,16356742,D,소매,제과점,0,8,빵 나오는 시간 문의,,A,,,,,오전 10시~11시 사이에 들어와요,"오전,10시,11시",,"오전/시간,10시/시간,11시/시간"
고객,혹시 두 개만 미리 계산하고 내일 찾으러 와도 될까요?,16356742,D,소매,제과점,1,9,예약문의요청,,Q,,혹시 두 개만 미리 계산하고 내일 찾으러 와도 될까요?,,,,"두 개,내일",,"두 개/수량,내일/시간"
점원,"네, 내일 찾으러 오세요",16356742,D,소매,제과점,0,10,예약문의요청,,A,,,,,"네, 내일 찾으러 오세요",내일,,내일/시간
고객,생일 케이크 좀 보여주세요,16396167,D,소매,제과점,1,1,빵 종류 문의,,Q,,생일 케이크 좀 보여주세요,,,,"생일,케이크",,"생일/기념일,케이크/음식 종류"
점원,"네, 이쪽으로 오세요",16396167,D,소매,제과점,0,2,빵 종류 문의,,A,,,,,"네, 이쪽으로 오세요",,,
고객,치즈 무스 케이크 있어요?,16396167,D,소매,제과점,1,3,빵 종류 문의,,Q,,치즈 무스 케이크 있어요?,,,,치즈 무스 케이크,,치즈 무스 케이크/케이크 종류
점원,고구마치즈랑 오리지널 있어요,16396167,D,소매,제과점,0,4,빵 종류 문의,,A,,,,,고구마치즈랑 오리지널 있어요,"고구마치즈,오리지널",,고구마치즈/치즈 종류
고객,그럼 오리지널로 주세요,16396167,D,소매,제과점,1,5,빵 주문,,Q,,그럼 오리지널로 주세요,,,,오리지널,,
점원,"네, 초는 몇 개 필요하세요?",16396167,D,소매,제과점,0,6,빵 주문,케이크 초 문의,Q,,,"네, 초는 몇 개 필요하세요?",,,"초,몇 개",,몇 개/수량
고객,초는 5개 주세요,16396167,D,소매,제과점,1,7,빵 주문,케이크 초 문의,A,,,,초는 5개 주세요,,"초,5개",,5개/수량
점원,폭죽같이 드릴까요?,16396167,D,소매,제과점,0,8,빵 주문,케이크 부품 확인,Q,,,폭죽같이 드릴까요?,,,폭죽,,
고객,필요 없어요,16396167,D,소매,제과점,1,9,빵 주문,케이크 부품 확인,A,,,,필요 없어요,,,,
점원,"케이크랑 초, 결제 도와드릴게요",16396167,D,소매,제과점,0,10,빵 주문,,A,5,,,,"케이크랑 초, 결제 도와드릴게요","케이크,초,결제",,케이크/음식 종류
고객,바게트 언제 나와요?,16397447,D,소매,제과점,1,1,빵 나오는 시간 문의,,Q,,바게트 언제 나와요?,,,,바게트,,바게트/빵 종류
점원,바게트는 오후에 나와요,16397447,D,소매,제과점,0,2,빵 나오는 시간 문의,,A,,,,,바게트는 오후에 나와요,"바게트,오후",,"바게트/빵 종류,오후/시간"
고객,깜빠뉴는 어디 있어요?,16397447,D,소매,제과점,1,3,진열위치 문의,,Q,,깜빠뉴는 어디 있어요?,,,,깜빠뉴,,깜빠뉴/빵 종류
점원,깜빠뉴는 이쪽에 있어요,16397447,D,소매,제과점,0,4,진열위치 문의,,A,,,,,깜빠뉴는 이쪽에 있어요,깜빠뉴,,깜빠뉴/빵 종류
고객,깜빠뉴는 얼마에요?,16397447,D,소매,제과점,1,5,가격 문의,,Q,,깜빠뉴는 얼마에요?,,,,깜빠뉴,,깜빠뉴/빵 종류
점원,깜빠뉴는 하나에 7천 원이에요,16397447,D,소매,제과점,0,6,가격 문의,,A,,,,,깜빠뉴는 하나에 7천 원이에요,"깜빠뉴,하나,7천 원",,"깜빠뉴/빵 종류,하나/수량,7천 원/가격"
고객,이거보다 작은 건 없나요?,16397447,D,소매,제과점,1,7,제품 사이즈 문의,,Q,,이거보다 작은 건 없나요?,,,,,,
점원,이쪽에 반으로 커팅 된 것도 있어요,16397447,D,소매,제과점,0,8,제품 사이즈 문의,,A,,,,,이쪽에 반으로 커팅 된 것도 있어요,,,
고객,커팅 된 거 하나만 포장해주세요,16397447,D,소매,제과점,1,9,빵 주문,,Q,,커팅 된 거 하나만 포장해주세요,,,,,,
점원,"깜빠뉴 반 개, 포장해 드릴게요",16397447,D,소매,제과점,0,10,빵 주문,,A,,,,,"깜빠뉴 반 개, 포장해 드릴게요","깜빠뉴,반 개,포장",,"깜빠뉴/빵 종류,반 개/수량"
고객,호두 식빵 어디 있나요?,16420999,D,소매,제과점,1,1,진열위치 문의,,Q,,호두 식빵 어디 있나요?,,,,호두 식빵,,호두 식빵/식빵 종류
점원,"네, 저쪽에 있어요",16420999,D,소매,제과점,0,2,진열위치 문의,,A,,,,,"네, 저쪽에 있어요",,,
고객,호두 식빵은 오늘 나온 거예요?,16420999,D,소매,제과점,1,3,갓 구운 빵 문의요청,,Q,,호두 식빵은 오늘 나온 거예요?,,,,"호두 식빵,오늘",,"호두 식빵/식빵 종류,오늘/시간"
점원,"네, 모두 아침에 나온 빵들이에요",16420999,D,소매,제과점,0,4,갓 구운 빵 문의요청,,A,,,,,"네, 모두 아침에 나온 빵들이에요","아침,빵들",,아침/시간
고객,"지난번에 왔을 때, 야채 크로켓이 있었는데 오늘은 없나 봐요?",16420999,D,소매,제과점,1,5,빵 소진 문의,,Q,,"지난번에 왔을 때, 야채 크로켓이 있었는데 오늘은 없나 봐요?",,,,야채 크로켓,,야채 크로켓/크로켓 종류
점원,야채 크로켓이 아침에 나왔는데 빨리 떨어졌네요,16420999,D,소매,제과점,0,6,빵 소진 문의,,A,,,,,야채 크로켓이 아침에 나왔는데 빨리 떨어졌네요,"야채 크로켓,아침",,"야채 크로켓/크로켓 종류,아침/시간"
고객,맛있는 크로켓은 없나요?,16420999,D,소매,제과점,1,7,빵 추천 요청,,Q,,맛있는 크로켓은 없나요?,,,,크로켓,,크로켓/빵 종류
점원,옆에 새로 나온 새우 크로켓도 맛있어요,16420999,D,소매,제과점,0,8,빵 추천 요청,,A,,,,,옆에 새로 나온 새우 크로켓도 맛있어요,새우 크로켓,,새우 크로켓/크로켓 종류
고객,새우 크로켓 한번 먹어볼게요,16420999,D,소매,제과점,1,9,빵 주문,,Q,,새우 크로켓 한번 먹어볼게요,,,,새우 크로켓,,새우 크로켓/크로켓 종류
점원,"네, 새우 크로켓 하나랑 호두 식빵 드릴게요",16420999,D,소매,제과점,0,10,빵 주문,,A,,,,,"네, 새우 크로켓 하나랑 호두 식빵 드릴게요","새우 크로켓,하나,호두 식빵",,"새우 크로켓/크로켓 종류,하나/수량,호두 식빵/식빵 종류"
고객,사각 쿠키는 한 박스에 얼마인가요?,16396936,D,소매,제과점,1,1,가격 문의,,Q,,사각 쿠키는 한 박스에 얼마인가요?,,,,"사각 쿠키,한 박스",,"사각 쿠키/쿠키 종류,한 박스/수량"
점원,사각 쿠키는 한 박스에 3천 원이에요,16396936,D,소매,제과점,0,2,가격 문의,,A,,,,,사각 쿠키는 한 박스에 3천 원이에요,"사각 쿠키,한 박스,3천 원",,"사각 쿠키/쿠키 종류,한 박스/수량,3천 원/가격"
고객,쿠키는 몇 개 이상 사야 하죠?,16396936,D,소매,제과점,1,3,판매수량 문의,,Q,,쿠키는 몇 개 이상 사야 하죠?,,,,"쿠키,몇 개",,"쿠키/과자 종류,몇 개/수량"
점원,쿠키는 기본 10개 이상부터 거래 가능하세요,16396936,D,소매,제과점,0,4,판매수량 문의,,A,,,,,쿠키는 기본 10개 이상부터 거래 가능하세요,"쿠키,10개",,"쿠키/과자 종류,10개/수량"
고객,"사각 쿠키, 한 박스에 몇 개가 들었죠?",16396936,D,소매,제과점,1,5,판매수량 문의,,Q,,"사각 쿠키, 한 박스에 몇 개가 들었죠?",,,,"사각 쿠키,한 박스,몇 개",,"사각 쿠키/쿠키 종류,한 박스/수량,몇 개/수량"
점원,한 박스에 사각 쿠키가 20개 정도 들어 있어요,16396936,D,소매,제과점,0,6,판매수량 문의,,A,,,,,한 박스에 사각 쿠키가 20개 정도 들어 있어요,"한 박스,사각 쿠키,20개",,"한 박스/수량,사각 쿠키/쿠키 종류,20개/수량"
고객,저 동그란 쿠키는 가격이 어떻게 되나요?,16396936,D,소매,제과점,1,7,가격 문의,,Q,,저 동그란 쿠키는 가격이 어떻게 되나요?,,,,"동그란 쿠키,가격",,동그란 쿠키/쿠키 종류
점원,저 쿠키는 한 박스에 5천 원이고 30개 들어 있어요,16396936,D,소매,제과점,0,8,가격 문의,,A,,,,,저 쿠키는 한 박스에 5천 원이고 30개 들어 있어요,"쿠키,한 박스,5천 원,30개",,"쿠키/과자 종류,한 박스/수량,5천 원/가격,30개/수량"
고객,사각 쿠키로 20박스 주세요,16396936,D,소매,제과점,1,9,빵 주문,,Q,,사각 쿠키로 20박스 주세요,,,,"사각 쿠키,20박스",,"사각 쿠키/쿠키 종류,20박스/수량"
점원,"네, 사각 쿠키 20박스 준비해 드릴게요",16396936,D,소매,제과점,0,10,빵 주문,,A,,,,,"네, 사각 쿠키 20박스 준비해 드릴게요","사각 쿠키,20박스",,"사각 쿠키/쿠키 종류,20박스/수량"
고객,피스타치오 쿠키 있나요?,16336521,D,소매,제과점,1,1,빵 외 기타 제품군 문의주문,,Q,,피스타치오 쿠키 있나요?,,,,피스타치오 쿠키,,피스타치오 쿠키/쿠키 종류
점원,피스타치오는 지금 다 팔렸어요,16336521,D,소매,제과점,0,2,빵 외 기타 제품군 문의주문,,A,,,,,피스타치오는 지금 다 팔렸어요,피스타치오,,피스타치오/견과류
고객,피스타치오는 오늘 더 안 나오나요?,16336521,D,소매,제과점,1,3,재료소진시 운영 문의,,Q,,피스타치오는 오늘 더 안 나오나요?,,,,피스타치오,,피스타치오/견과류
점원,"예, 죄송하지만 내일 오셔야 할 것 같아요",16336521,D,소매,제과점,0,4,재료소진시 운영 문의,,A,,,,,"예, 죄송하지만 내일 오셔야 할 것 같아요",내일,,내일/시간
고객,다른 제품 뭐가 유명해요?,16336521,D,소매,제과점,1,5,인기상품 문의,,Q,,다른 제품 뭐가 유명해요?,,,,제품,,
점원,요즘은 아몬드 쿠키도 잘 나가요,16336521,D,소매,제과점,0,6,인기상품 문의,,A,,,,,요즘은 아몬드 쿠키도 잘 나가요,아몬드 쿠키,,아몬드 쿠키/쿠키 종류
고객,그걸로 한 상자 주세요,16336521,D,소매,제과점,1,7,빵 주문,,Q,,그걸로 한 상자 주세요,,,,한 상자,,한 상자/수량
점원,"네, 아몬드 쿠키 한 상자 포장해 드릴게요",16336521,D,소매,제과점,0,8,빵 주문,,A,,,,,"네, 아몬드 쿠키 한 상자 포장해 드릴게요","아몬드 쿠키,한 상자,포장",,"아몬드 쿠키/쿠키 종류,한 상자/수량"
고객,카드 결제되나요?,16336521,D,소매,제과점,1,9,카드결제,,Q,,카드 결제되나요?,,,,"카드,결제",,카드/결제수단
점원,"네, 카드 가능하세요",16336521,D,소매,제과점,0,10,카드결제,,A,,,,,"네, 카드 가능하세요",카드,,카드/결제수단
고객,마들렌 무슨 맛이 있어요?,16399242,D,소매,제과점,1,1,빵 외 기타 제품군 문의주문,,Q,,마들렌 무슨 맛이 있어요?,,,,마들렌,,마들렌/과자 종류
점원,레몬이랑 얼그레이랑 녹차 있어요,16399242,D,소매,제과점,0,2,빵 외 기타 제품군 문의주문,,A,,,,,레몬이랑 얼그레이랑 녹차 있어요,"레몬,얼그레이,녹차",,"레몬/과일 종류,얼그레이/차 종류,녹차/차 종류"
고객,마들렌은 얼마인가요?,16399242,D,소매,제과점,1,3,가격 문의,,Q,,마들렌은 얼마인가요?,,,,마들렌,,마들렌/과자 종류
점원,마들렌은 하나에 1500원이에요,16399242,D,소매,제과점,0,4,가격 문의,,A,,,,,마들렌은 하나에 1500원이에요,"마들렌,하나,1500원",,"마들렌/과자 종류,하나/수량,1500원/가격"
고객,마들렌은 선물 포장되나요?,16399242,D,소매,제과점,1,5,선물용 포장 문의요청,,Q,,마들렌은 선물 포장되나요?,,,,"마들렌,선물 포장",,"마들렌/과자 종류,선물 포장/포장방법"
점원,"네, 6개 사시면 박스 포장해드려요",16399242,D,소매,제과점,0,6,선물용 포장 문의요청,,A,,,,,"네, 6개 사시면 박스 포장해드려요","6개,박스 포장",,"6개/수량,박스 포장/포장방법"
고객,2개씩 포장해 주세요,16399242,D,소매,제과점,1,7,포장 요청,,Q,,2개씩 포장해 주세요,,,,"2개,포장",,2개/수량
점원,"네, 2개씩 포장해서 9000원이에요",16399242,D,소매,제과점,0,8,포장 요청,,A,,,,,"네, 2개씩 포장해서 9000원이에요","2개,포장,9000원",,"2개/수량,9000원/가격"
고객,마들렌은 내일모레 먹어도 괜찮아요?,16399242,D,소매,제과점,1,9,유통기한 문의,,Q,,마들렌은 내일모레 먹어도 괜찮아요?,,,,"마들렌,내일모레",,"마들렌/과자 종류,내일모레/시간"
점원,"네, 마들렌은 3일 정도 괜찮아요",16399242,D,소매,제과점,0,10,유통기한 문의,,A,,,,,"네, 마들렌은 3일 정도 괜찮아요","마들렌,3일",,"마들렌/과자 종류,3일/기간"
고객,할인하는 빵은 없어요?,16351118,D,소매,제과점,1,1,할인제품 문의,,Q,,할인하는 빵은 없어요?,,,,"할인,빵",,빵/음식 종류
