SPEAKER,SENTENCE,DATAID,DOMAINID,DOMAIN,CATEGORY,SPEAKERID,SENTENCEID,MAIN,SUB,QA,QACNCT,MQ,SQ,UA,SA,개체명,용어사전,지식베이스
점원,비타민 C는 없어요,이수연_약국_1,E,생활서비스,약국,0,6,광고 제품 문의,,A,,,,,비타민 C는 없어요,비타민 C,,비타민 C/비타민종류
고객,다른 비타민제 제일 괜찮은 게 어떤 거예요?,이수연_약국_1,E,생활서비스,약국,1,7,의약품 추천 요청,,Q,,다른 비타민제 제일 괜찮은 게 어떤 거예요?,,,,비타민제,,
점원,비타민 C를 찾으시는 거예요?,이수연_약국_1,E,생활서비스,약국,0,8,특정 성분 의약품 요청,특정 성분,Q,,,비타민 C를 찾으시는 거예요?,,,비타민 C,,비타민 C/비타민종류
고객,네 비타민 C를 찾고있습니다.,이수연_약국_1,E,생활서비스,약국,1,9,특정 성분 의약품 요청,특정 성분,A,,,,네 비타민 C를 찾고있습니다.,,"비타민제, 가격",,비타민제/비타민종류
점원,비타민제도 여러가지가 있습니다,이수연_약국_1,E,생활서비스,약국,0,10,특정 성분 의약품 요청,,A,,,,,비타민제도 여러가지가 있습니다,"비타민제, 여러가지",,여러가지/개수
고객,얼마?,이수연_약국_1,E,생활서비스,약국,1,11,가격 문의,,Q,,얼마?,,,,,,
점원,비타민 C를 찾으시면 만오천원 만삼천원 정도 합니다,이수연_약국_1,E,생활서비스,약국,0,12,가격 문의,,A,,,,,비타민 C를 찾으시면 만오천원 만삼천원 정도 합니다,"비타민 C, 만오천원, 만삼천원",비타민 씨/비타민 C,"비타민 C/비타민종류, 만오천원/가격, 만삼천원/가격"
고객,무릎에 연골이 많이 닳아서 주사도 맞고 그랬는데 무릎 연골쪽으로 영양제 같은 거 있나요?,이수연_약국_2,E,생활서비스,약국,1,3,특정 증상 의약품 요청,,Q,,무릎에 연골이 많이 닳아서 주사도 맞고 그랬는데 무릎 연골쪽으로 영양제 같은 거 있나요?,,,,"무릎 연골, 주사, 영양제",,"무릎 연골/신체부위, 영양제/의약외품종류"
점원,무릎 연골쪽으로 영양제 있어요,이수연_약국_2,E,생활서비스,약국,0,4,특정 증상 의약품 요청,,A,,,,,무릎 연골쪽으로 영양제 있어요,무릎 연골,,무릎 연골/신체부위
고객,영양제 가격대는 어떻게 되나요?,이수연_약국_2,E,생활서비스,약국,1,5,가격 문의,,Q,,영양제 가격대는 어떻게 되나요?,,,,"영양제, 가격대",,영양제/의약외품종류
점원,영양제는 사만원 정도 합니다,이수연_약국_2,E,생활서비스,약국,0,6,가격 문의,,A,,,,,영양제는 사만원 정도 합니다,"영양제, 사만원",,"영양제/의약외품종류, 사만원/가격"
고객,제약회사는 혹시 어딘가요?,이수연_약국_2,E,생활서비스,약국,1,7,제품 제조회사 문의,,Q,,제약회사는 혹시 어딘가요?,,,,제약회사,,제약회사/회사종류
점원,제약회사에서 나오는 것도 있고 건강식품으로 나오는 것도 있습니다,이수연_약국_2,E,생활서비스,약국,0,8,제품 제조회사 문의,,A,,,,,제약회사에서 나오는 것도 있고 건강식품으로 나오는 것도 있습니다,"제약회사, 건강식품",,"제약회사/회사종류, 건강식품/의약외품종류"
고객,건강식품을 사만원대 정도면 살 수 있어요?,이수연_약국_2,E,생활서비스,약국,1,9,가격 문의,,Q,,건강식품을 사만원대 정도면 살 수 있어요?,,,,"건강식품, 사만원대",,"건강식품/의외품종류, 사만원대/가격"
점원,건강식품에서 최근에 나온 게 있는데 그건 사만원입니다,이수연_약국_2,E,생활서비스,약국,0,10,가격 문의,,A,,,,,건강식품에서 최근에 나온 게 있는데 그건 사만원입니다,"건강식품, 최근, 사만원",,"건강식품/의약외품종류, 사만원/가격"
고객,콘티400정은 얼마에요?,이수연_약국_2,E,생활서비스,약국,1,11,가격 문의,,Q,,콘티400정은 얼마에요?,,,,콘티400정,,콘티400정/제품명
점원,콘티400정은 한 통에 백이십일분인데 칠만원입니다,이수연_약국_2,E,생활서비스,약국,0,12,가격 문의,,A,,,,,콘티400정은 한 통에 백이십일분인데 칠만원입니다,"콘티400정, 한 통, 백이십일분, 칠만원",,"콘티400정/제품명, 한 통/개수, 백이십일분/투여일수, 칠만원/가격"
고객,그리고 아까 식품으로 나왔다는 거는 사만원대 하는 건 몇일분이에요?,이수연_약국_2,E,생활서비스,약국,1,13,제품 수량 문의,,Q,,그리고 아까 식품으로 나왔다는 거는 사만원대 하는 건 몇일분이에요?,,,,"식품, 사만원대",,사만원대/가격
점원,건강식품은 두달 분입니다,이수연_약국_2,E,생활서비스,약국,0,14,제품 수량 문의,,A,,,,,건강식품은 두달 분입니다,"건강식품, 두달분",,"건강식품/의약외품종류, 두달분/투여일수 "
고객,철분제 빈혈약은 가격대가 어떻게 돼요?,이수연_약국_3,E,생활서비스,약국,1,1,가격 문의,,Q,,철분제 빈혈약은 가격대가 어떻게 돼요?,,,,"철분제, 빈혈약, 가격대",,"철분제/성분, 빈혈약/약종류"
점원,철분제 빈혈약 넉 달 정도 쓰는 건 오만원 정도 합니다,이수연_약국_3,E,생활서비스,약국,0,2,가격 문의,,A,,,,,철분제 빈혈약 넉 달 정도 쓰는 건 오만원 정도 합니다,"철분제, 빈혈약, 넉 달, 오만원",,"철분제/성분, 빈혈약/약종류, 넉 달/투여일수, 오만원/가격"
고객,그런데 철분제는 예전에 제가 먹어 보니깐 속이 조금 안 좋더라고요,이수연_약국_3,E,생활서비스,약국,1,3,부작용 문의,,Q,,그런데 철분제는 예전에 제가 먹어 보니깐 속이 조금 안 좋더라고요,,,,"철분제, 속",,철분제/성분 
점원,철분이기 때문에 약간의 위장장애가 있을 수 있습니다,이수연_약국_3,E,생활서비스,약국,0,4,부작용 문의,,A,,,,,철분이기 때문에 약간의 위장장애가 있을 수 있습니다,"철분, 위장장애",,"철분/성분, 위장장애/증상"
고객,다른 약은요?,이수연_약국_3,E,생활서비스,약국,1,5,가격 문의,,Q,,다른 약은요?,,,,약,,
점원,위장장애 같은 부작용을 줄인 약이 두 달분에 오육만원입니다,이수연_약국_3,E,생활서비스,약국,0,6,가격 문의,,A,,,,,위장장애 같은 부작용을 줄인 약이 두 달분에 오육만원입니다,"위장장애, 부작용, 약, 두달분, 오육만원",,"위장장애/증상, 부작용/증상, 두달분/투여일수, 오육만원/가격"
고객,감기약 좀 사려구요,이정숙_약국_1,E,생활서비스,약국,1,1,의약품 요청,,Q,,감기약 좀 사려구요,,,,감기약,,감기약/약 종류
점원,증상이 어떻게 되시죠?,이정숙_약국_1,E,생활서비스,약국,0,2,증상 문의,증상,Q,,,증상이 어떻게 되시죠?,,,증상,,
고객,점심 때부터 갑자기 목소리가 변했고 기침이 나요,이정숙_약국_1,E,생활서비스,약국,1,3,증상 문의,증상,A,,,,점심 때부터 갑자기 목소리가 변했고 기침이 나요,,"점심, 목소리, 기침",,"점심/특정시간, 기침/증상"
점원,손님이 그러신가요?,이정숙_약국_1,E,생활서비스,약국,0,4,증상 문의,증상,Q,,,손님이 그러신가요?,,,손님,,
고객,예 제가 그렇습니다,이정숙_약국_1,E,생활서비스,약국,1,5,증상 문의,증상,A,,,,예 제가 그렇습니다,,,,
점원,혹시 목은 괜찮으신가요?,이정숙_약국_1,E,생활서비스,약국,0,6,증상 문의,증상,Q,,,혹시 목은 괜찮으신가요?,,,목,,목/신체 부위
고객,목도 조금 칼칼하구요,이정숙_약국_1,E,생활서비스,약국,1,7,증상 문의,증상,A,,,,목도 조금 칼칼하구요,,목,,목/신체 부위
점원,코는 어떠세요?,이정숙_약국_1,E,생활서비스,약국,0,8,증상 문의,증상,Q,,,코는 어떠세요?,,,코,,코/신체 부위
고객,코는 괜찮아요,이정숙_약국_1,E,생활서비스,약국,1,9,증상 문의,증상,A,,,,코는 괜찮아요,,코,,코/신체 부위
점원,증상이 심하신 건 아니죠?,이정숙_약국_1,E,생활서비스,약국,0,10,증상 문의,증상,Q,,,증상이 심하신 건 아니죠?,,,증상,,
고객,지금 시작이니까요,이정숙_약국_1,E,생활서비스,약국,1,11,증상 문의,증상,A,,,,지금 시작이니까요,,,,
점원,A감기약 으로 하루에 식후 세 번 복용하시면 됩니다,이정숙_약국_1,E,생활서비스,약국,0,12,복용방법 문의,,A,,,,,A감기약 으로 하루에 식후 세 번 복용하시면 됩니다,"A감기약, 하루, 식후, 세 번",,"A감기약/제품명, 하루/특정기간, 식후/특정시간, 세 번/횟수"
고객,A감기약이 종합 감기약이에요?,이정숙_약국_1,E,생활서비스,약국,1,13,제품 문의,,Q,,A감기약이 종합 감기약이에요?,,,,"A감기약, 종합 감기약",,"A감기약/제품명, 종합 감기약/약종류"
점원,A감기약이 종합은 아니고 기침 감기 전용 제품이에요,이정숙_약국_1,E,생활서비스,약국,0,14,제품 문의,,A,,,,,A감기약이 종합은 아니고 기침 감기 전용 제품이에요,"A감기약, 종합, 기침 감기 전용 제품",,"A감기약/제품명, 기침 감기 전용 제품/약종류"
고객,목 아픈 것도 낫나요??,이정숙_약국_1,E,생활서비스,약국,1,15,제품 효과 문의,,Q,,목 아픈 것도 낫나요??,,,,목,,목/신체부위
점원,목 아픈 것도 포함되어 있습니다,이정숙_약국_1,E,생활서비스,약국,0,16,제품 효과 문의,,A,,,,,목 아픈 것도 포함되어 있습니다,"목, 포함",,목/신체부위
고객,A감기약 얼만데요?,이정숙_약국_1,E,생활서비스,약국,1,17,가격 문의,,Q,,A감기약 얼만데요?,,,,A감기약,,A감기약/제품명
점원,A감기약은 삼천원입니다,이정숙_약국_1,E,생활서비스,약국,0,18,가격 문의,,A,,,,,A감기약은 삼천원입니다,"A감기약, 삼천원",,"A감기약/제품명, 삼천원/가격"
고객,현금으로 결제하면 현금영수증 해 주시나요?,이정숙_약국_1,E,생활서비스,약국,1,19,현금영수증 요청,,Q,,현금으로 결제하면 현금영수증 해 주시나요?,,,,"현금, 결제, 현금영수증",,"현금/결제수단, 현금영수증/영수증종류"
점원,네 현금영수증 해 드려요,이정숙_약국_1,E,생활서비스,약국,0,20,현금영수증 요청,,A,,,,,네 현금영수증 해 드려요,현금영수증,,현금영수증/영수증종류
고객,그러고 80대 노인에게 영양제 어떤 걸 사 드리면 괜찮아요?,이정숙_약국_1,E,생활서비스,약국,1,21,연령에 따른 의약품 요청,,Q,,그러고 80대 노인에게 영양제 어떤 걸 사 드리면 괜찮아요?,,,,"80대, 노인, 영양제",,"80대/나이, 영양제/의약외품종류"
점원,영양제를 처음 드시는 건가요?,이정숙_약국_1,E,생활서비스,약국,0,22,의약품 추천 요청,복용 경험 문의,Q,,,영양제를 처음 드시는 건가요?,,,영양제,,영양제/의약외품종류
고객,아니요 다른 영양제 많이 드셨죠,이정숙_약국_1,E,생활서비스,약국,1,23,의약품 추천 요청,복용 경험 문의,A,,,,아니요 다른 영양제 많이 드셨죠,,영양제,,영양제/의약외품종류
점원,영양제 끊은 상태였다가 다시 드시는 거죠?,이정숙_약국_1,E,생활서비스,약국,0,24,의약품 추천 요청,복용 경험 문의,Q,,,영양제 끊은 상태였다가 다시 드시는 거죠?,,,영양제,,영양제/의약외품종류
고객,네 다시 영양제 드신지는 좀 됐어요,이정숙_약국_1,E,생활서비스,약국,1,25,의약품 추천 요청,복용 경험 문의,A,,,,네 다시 영양제 드신지는 좀 됐어요,,영양제,,영양제/의약외품종류
점원,영양제 끊으신 지는 얼마나 되셨죠?,이정숙_약국_1,E,생활서비스,약국,0,26,의약품 추천 요청,복용 경험 문의,Q,,,영양제 끊으신 지는 얼마나 되셨죠?,,,영양제,,영양제/의약외품종류
고객,지금도 영양제는 드시고 계시고 당뇨랑 혈압이 있어요,이정숙_약국_1,E,생활서비스,약국,1,27,증상 문의,증상,A,,,,지금도 영양제는 드시고 계시고 당뇨랑 혈압이 있어요,,"영양제, 당뇨, 혈압",,"영양제/의약외품종류, 당뇨/병명"
점원,성별이 어떻게 되시죠?,이정숙_약국_1,E,생활서비스,약국,0,28,의약품 추천 요청,성별 확인,Q,,,성별이 어떻게 되시죠?,,,성별,,
고객,여자요,이정숙_약국_1,E,생활서비스,약국,1,29,의약품 추천 요청,성별 확인,A,,,,여자요,,여자,,여자/성별
점원,위는 어떠세요?,이정숙_약국_1,E,생활서비스,약국,0,30,증상 문의,증상,Q,,,위는 어떠세요?,,,위,,위/신체 부위
고객,별로 안 좋아요,이정숙_약국_1,E,생활서비스,약국,1,31,증상 문의,증상,A,,,,별로 안 좋아요,,,,
점원,B약이 위장장애가 가장 적은 영양제입니다,이정숙_약국_1,E,생활서비스,약국,0,32,연령에 따른 의약품 요청,,A,,,,,B약이 위장장애가 가장 적은 영양제입니다,"B약, 위장장애, 영양제",,"B약/제품명, 위장장애/증상, 영양제/의약외품종류"
고객,B약이 위에 괜찮은 제품이에요?,이정숙_약국_1,E,생활서비스,약국,1,33,제품 효과 문의,,Q,,B약이 위에 괜찮은 제품이에요?,,,,"B약, 위, 제품",,"B약/제품명, 위/신체부위"
점원,네 B약이 저희가 드린 것 중에 가장 위장 장애가 적어서 많이들 사가십니다,이정숙_약국_1,E,생활서비스,약국,0,34,제품 효과 문의,,A,,,,,네 B약이 저희가 드린 것 중에 가장 위장 장애가 적어서 많이들 사가십니다,"B약, 위장 장애",,"B약/제품명, 위장 장애/증상"
고객,B약은 하루에 몇 알 먹어요?,이정숙_약국_1,E,생활서비스,약국,1,35,복용방법 문의,,Q,,B약은 하루에 몇 알 먹어요?,,,,"B약, 하루, 몇 알",,"B약/제품명, 하루/특정기간, 몇 알/개수"
점원,B약은 하루에 한 알 드시면 됩니다,이정숙_약국_1,E,생활서비스,약국,0,36,복용방법 문의,,A,,,,,B약은 하루에 한 알 드시면 됩니다,"B약,하루, 한 알",,"B약/제품명, 하루/특정기간, 한 알/개수"
고객,B약 가격은 얼만데요?,이정숙_약국_1,E,생활서비스,약국,1,37,가격 문의,,Q,,B약 가격은 얼만데요?,,,,"B약, 가격",,B약/제품명
점원,B약 가격은 두 달분에 삼만원입니다,이정숙_약국_1,E,생활서비스,약국,0,38,가격 문의,,A,,,,,B약 가격은 두 달분에 삼만원입니다,"B약, 가격, 두달분, 삼만원",,"B약/제품명, 두달분/투여일수, 삼만원/개수"
고객,약사님 피로회복제 하나 물약으로 주세요,장미연_약국_23,E,생활서비스,약국,1,1,단순 구매 요청,,Q,,약사님 피로회복제 하나 물약으로 주세요,,,,"약사님, 피로회복제, 하나, 물약",,"피로회복제/의약외품종류, 하나/개수, 물약/약의형태"
점원,마실 것만 드릴까요?,장미연_약국_23,E,생활서비스,약국,0,2,제품 문의,제품 형태,Q,,,마실 것만 드릴까요?,,,,,
고객,네 비타비백정은 3개월에 얼마예요?,장미연_약국_23,E,생활서비스,약국,1,3,가격 문의,,Q,,네 비타비백정은 3개월에 얼마예요?,,,,"비타비백정, 3개월",,"비타비백정/제품명, 3개월/투여일수"
점원,비타비백정은 3만원입니다,장미연_약국_23,E,생활서비스,약국,0,4,가격 문의,,A,,,,,비타비백정은 3만원입니다,"비타비백정, 3만원",,"비타비백정/제품명, 3만원/가격"
고객,비타비백정은 얼마나 먹어요?,장미연_약국_23,E,생활서비스,약국,1,5,복용기간 문의,,Q,,비타비백정은 얼마나 먹어요?,,,,비타비백정,,비타비백정/제품명
점원,비타비백정은 하루에 한 알 드시면 됩니다,장미연_약국_23,E,생활서비스,약국,0,6,복용기간 문의,,A,,,,,비타비백정은 하루에 한 알 드시면 됩니다,"비타비백정, 하루, 한 알",,"비타비백정/제품명, 하루/특정기간, 한 알/개수"
고객,비타비백정 말고는 또 어떤 영양제가 있어요?,장미연_약국_23,E,생활서비스,약국,1,7,제품 문의,,Q,,비타비백정 말고는 또 어떤 영양제가 있어요?,,,,"비타비백정, 영양제",,"비타비백정/제품명, 영양제/의약외품종류"
점원,피로를 위해서 드시는 거면 C약이 괜찮습니다,장미연_약국_23,E,생활서비스,약국,0,8,제품 문의,,A,,,,,피로를 위해서 드시는 거면 C약이 괜찮습니다,"피로, C약",,"피로/증상, C약/제품명"
고객,C약이요?,장미연_약국_23,E,생활서비스,약국,1,9,제품 성분 문의,,Q,,C약이요?,,,,C약,,C약/제품명
점원,네 C약은 고함량 제품이에요,장미연_약국_23,E,생활서비스,약국,0,10,제품 성분 문의,,A,,,,,네 C약은 고함량 제품이에요,"C약, 고함량",,C약/제품명
고객,C약은 하루에 한 알씩 먹나요?,장미연_약국_23,E,생활서비스,약국,1,11,복용방법 문의,,Q,,C약은 하루에 한 알씩 먹나요?,,,,"C약, 하루, 한 알",,"C약/제품명, 하루/특정기간, 한 알/개수"
점원,네 하루에 한 알이요,장미연_약국_23,E,생활서비스,약국,0,12,복용방법 문의,,A,,,,,네 하루에 한 알이요,"하루, 한 알",,"하루/특정기간, 한 알/개수"
고객,C약 3개월분 맞죠?,장미연_약국_23,E,생활서비스,약국,1,13,제품 수량 문의,,Q,,C약 3개월분 맞죠?,,,,"C약, 3개월분",,"C약/제품명, 3개월분/투여일수"
점원,네 3개월분 맞습니다.,장미연_약국_23,E,생활서비스,약국,0,14,제품 수량 문의,,A,,,,,네 3개월분 맞습니다.,,,
고객,골드룬 이라고 하는거는 뭐예요?,장미연_약국_23,E,생활서비스,약국,1,15,제품 문의,,Q,,골드룬 이라고 하는거는 뭐예요?,,,,골드룬,,골드룬/제품명
점원,골드룬은 아미노산트립신이라고 먹는 영양제 앰플이에요,장미연_약국_23,E,생활서비스,약국,0,16,제품 문의,,A,,,,,골드룬은 아미노산트립신이라고 먹는 영양제 앰플이에요,"골드룬, 아미노산트립신, 영양제, 앰플",,"골드룬/제품명, 아미노산트립신/성분, 영양제/의약외품종류, 앰플/약의형태"
고객,골드룬은 얼마예요?,장미연_약국_23,E,생활서비스,약국,1,17,가격 문의,,Q,,골드룬은 얼마예요?,,,,골드룬,,골드룬/제품명
점원,골드룬은 2500원씩이에요,장미연_약국_23,E,생활서비스,약국,0,18,가격 문의,,A,,,,,골드룬은 2500원씩이에요,"골드룬, 2500원 ",,"골드룬/제품명, 2500원/가격"
고객,피곤할 때 마시는 드링크 하나 주세요,장미연_약국_24,E,생활서비스,약국,1,1,단순 구매 요청,,Q,,피곤할 때 마시는 드링크 하나 주세요,,,,"드링크, 하나",,하나/개수
점원,박카스 한 개 2000원입니다,장미연_약국_24,E,생활서비스,약국,0,2,가격 문의,,A,,,,,박카스 한 개 2000원입니다,"박카스, 한 개, 2000원",,"박카스/의약외품종류, 한 개/개수, 2000원/가격"
고객,박카스 먹으면 좀 괜찮나요?,장미연_약국_24,E,생활서비스,약국,1,3,제품 효과 문의,,Q,,박카스 먹으면 좀 괜찮나요?,,,,박카스,,박카스/의약외품종류
점원,네 괜찮아져요,장미연_약국_24,E,생활서비스,약국,0,4,제품 효과 문의,,A,,,,,네 괜찮아져요,,,
고객,이 제품은 뭐예요?,장미연_약국_24,E,생활서비스,약국,1,5,제품 문의,,Q,,이 제품은 뭐예요?,,,,제품,,
점원,피로회복제예요,장미연_약국_24,E,생활서비스,약국,0,6,제품 문의,,A,,,,,피로회복제예요,피로회복제,,피로회복제/의약외품종류
고객,이 제품은요?,장미연_약국_24,E,생활서비스,약국,1,7,제품 문의,,Q,,이 제품은요?,,,,제품,,
점원,엔포라는 제품인데 비타민 알약을 타먹는 거예요,장미연_약국_24,E,생활서비스,약국,0,8,제품 문의,,A,,,,,엔포라는 제품인데 비타민 알약을 타먹는 거예요,"엔포, 제품, 비타민, 알약",,"엔포/제품명, 비타민/비타민종류, 알약/약의형태"
고객,파워텐이랑 똑같은 거예요?,장미연_약국_24,E,생활서비스,약국,1,9,제품 효과 문의,,Q,,파워텐이랑 똑같은 거예요?,,,,파워텐,,파워텐/제품명
점원,엔포는 성분이 조금 다른데 효과가 더 좋아요,장미연_약국_24,E,생활서비스,약국,0,10,제품 효과 문의,,A,,,,,엔포는 성분이 조금 다른데 효과가 더 좋아요,"엔포, 성분, 효과",,엔포/제품명
고객,엔포는 한 번에 다 먹으면 되나요?,장미연_약국_24,E,생활서비스,약국,1,11,복용방법 문의,,Q,,엔포는 한 번에 다 먹으면 되나요?,,,,"엔포, 한 번",,"엔포/제품명, 한 번/횟수"
점원,네 한 번에 다 드시면 됩니다.,장미연_약국_24,E,생활서비스,약국,0,12,복용방법 문의,,A,,,,,네 한 번에 다 드시면 됩니다.,한 번,,한 번/횟수
고객,피곤할 때 먹어요?,장미연_약국_24,E,생활서비스,약국,1,13,복용방법 문의,,Q,,피곤할 때 먹어요?,,,,,,
점원,네 피곤할 때마다 드시면 됩니다.,장미연_약국_24,E,생활서비스,약국,0,14,복용방법 문의,,A,,,,,네 피곤할 때마다 드시면 됩니다.,,,
고객,이 제품은 어디에 좋아요?,장미연_약국_25,E,생활서비스,약국,1,1,제품 효과 문의,,Q,,이 제품은 어디에 좋아요?,,,,제품,,
점원,피로회복제예요,장미연_약국_25,E,생활서비스,약국,0,2,제품 효과 문의,,A,,,,,피로회복제예요,피로회복제,,피로회복제/의약외품종류
고객,현금으로 결제하면 좀 더 저렴하게?,장미연_약국_25,E,생활서비스,약국,1,3,할인 문의,,Q,,현금으로 결제하면 좀 더 저렴하게?,,,,"현금, 결제",,현금/결제수단
점원,네 현금결제 하시면 조금 할인해 드릴게요,장미연_약국_25,E,생활서비스,약국,0,4,할인 문의,,A,,,,,네 현금결제 하시면 조금 할인해 드릴게요,"현금결제, 조금, 할인",,현금결제/결제방법
고객,관절이 안 좋은데 뭐가 좋나요?,장미연_약국_25,E,생활서비스,약국,1,5,특정 증상 의약품 요청,,Q,,관절이 안 좋은데 뭐가 좋나요?,,,,관절,,관절/신체 부위
점원,관절이 안 좋으면 MSM이 더 좋습니다,장미연_약국_25,E,생활서비스,약국,0,6,특정 증상 의약품 요청,,A,,,,,관절이 안 좋으면 MSM이 더 좋습니다,"관절, MSM",,"관절/신체 부위, MSM/제품명"
고객,MSM은 얼마예요?,장미연_약국_25,E,생활서비스,약국,1,7,가격 문의,,Q,,MSM은 얼마예요?,,,,MSM,,MSM/제품명
점원,MSM은 하루 한 알 드시면 되고 6개월분에 12만원입니다,장미연_약국_25,E,생활서비스,약국,0,8,복용방법 문의,,A,,,,,MSM은 하루 한 알 드시면 되고 6개월분에 12만원입니다,"MSM, 하루, 한 알, 6개월분, 12만원",,"MSM/제품명, 하루/특정기간, 한 알/개수, 6개월분/투여일수, 12만원/가격"
고객,갱년기가 심해서 그런데요,김옥연_약국_4,E,생활서비스,약국,1,1,특정 증상 의약품 요청,,Q,,갱년기가 심해서 그런데요,,,,갱년기,,갱년기/증상
점원,먹는 약을 찾으세요?,김옥연_약국_4,E,생활서비스,약국,0,2,제품 문의,제품 형태,Q,,,먹는 약을 찾으세요?,,,약,,
고객,약을 꼭 먹어야하나요?,김옥연_약국_4,E,생활서비스,약국,1,3,전문가 의견 문의,,Q,,약을 꼭 먹어야하나요?,,,,약,,
점원,갱년기라고 모든 약을 먹지는 않고 생활에 너무 불편함을 주면 약을 드시면서 조절을 하시는 거죠,김옥연_약국_4,E,생활서비스,약국,0,4,전문가 의견 문의,,A,,,,,갱년기라고 모든 약을 먹지는 않고 생활에 너무 불편함을 주면 약을 드시면서 조절을 하시는 거죠,갱년기,,갱년기/증상
고객,열이 한 번씩 올랐다가 내렸다가 그러더라고요,김옥연_약국_4,E,생활서비스,약국,1,5,증상 문의,null,A,,,,열이 한 번씩 올랐다가 내렸다가 그러더라고요,,"열, 한 번",,"열/증상, 한 번/횟수"
점원,병원에서 처방 받는 약은 합성 호르몬제에요,김옥연_약국_4,E,생활서비스,약국,0,6,제품 성분 문의,,A,,,,,병원에서 처방 받는 약은 합성 호르몬제에요,"약, 병원, 처방, 합성 호르몬제",,합성 호르몬제/의양외품종류
고객,이거 약은 아닌거에요?,김옥연_약국_4,E,생활서비스,약국,1,7,건강보조식품 문의,,Q,,이거 약은 아닌거에요?,,,,약,,
점원,약이라기 보다는 건강기능식품이에요,김옥연_약국_4,E,생활서비스,약국,0,8,건강보조식품 문의,,A,,,,,약이라기 보다는 건강기능식품이에요,"약, 건강기능식품",,건강기능식품/의약외품종류
고객,심하진 않은데 작년 여름 부터 그래서요,김옥연_약국_4,E,생활서비스,약국,1,9,증상 문의,null,A,,,,심하진 않은데 작년 여름 부터 그래서요,,"작년, 여름",,"작년/특정기간, 여름/특정기간"
점원,많이 불편 하시면 두알씩 하루 두번 드시기도 해요,김옥연_약국_4,E,생활서비스,약국,0,10,복용방법 문의,,A,,,,,많이 불편 하시면 두알씩 하루 두번 드시기도 해요,"불편, 두알, 하루, 두번",,"두알/개수, 하루/특정기간, 두번/횟수"
고객,하루에 두개요?,김옥연_약국_4,E,생활서비스,약국,1,11,복용방법 문의,,Q,,하루에 두개요?,,,,"하루, 두개",,"하루/특정기간, 두개/개수"
점원,하루 두번 드시고 심할때 두알 드시고 하나 더 해도 상관없어요 ,김옥연_약국_4,E,생활서비스,약국,0,12,복용방법 문의,,A,,,,,하루 두번 드시고 심할때 두알 드시고 하나 더 해도 상관없어요 ,"하루, 두번, 두알, 하나",,"하루/특정기간, 두번/횟수, 두알/개수, 하나/개수"
고객,이 약은요?,김옥연_약국_4,E,생활서비스,약국,1,13,제품 문의,,Q,,이 약은요?,,,,약,,
점원,헤라민큐는 광고 제품이라서 조금 비싸요,김옥연_약국_4,E,생활서비스,약국,0,14,제품 문의,,A,,,,,헤라민큐는 광고 제품이라서 조금 비싸요,"헤라민큐, 광고, 제품, 조금",,헤라민큐/제품명
고객,헤라민큐는 브랜드가 뭐에요?,김옥연_약국_4,E,생활서비스,약국,1,15,제품 문의,,Q,,헤라민큐는 브랜드가 뭐에요?,,,,"헤라민큐, 브랜드",브랜드/상표,헤라민큐/제품명
점원,동국제약입니다,김옥연_약국_4,E,생활서비스,약국,0,16,제품 문의,,A,,,,,동국제약입니다,동국제약,,동국제약/제약회사
고객,이게 좋은거에요?,김옥연_약국_4,E,생활서비스,약국,1,17,제품 효과 문의,,Q,,이게 좋은거에요?,,,,,,
점원,증상이 심하지 않을때는 효과 있어요,김옥연_약국_4,E,생활서비스,약국,0,18,제품 효과 문의,,A,,,,,증상이 심하지 않을때는 효과 있어요,"증상, 효과",,
고객,피로회복제 약이랑 드링크로 마시는 거 하나 주세요,장미연_약국_26,E,생활서비스,약국,1,1,단순 구매 요청,,Q,,피로회복제 약이랑 드링크로 마시는 거 하나 주세요,,,,"피로회복제, 약, 드링크",,"피로회복제/의약외품종류, 드링크/약의형태"
점원,"네, 같이 드시면 되세요",장미연_약국_26,E,생활서비스,약국,0,2,단순 구매 요청,,A,,,,,"네, 같이 드시면 되세요",,,
고객,관절에 좋은 영양제도 있나요?,장미연_약국_26,E,생활서비스,약국,1,3,의약품 추천 요청,,Q,,관절에 좋은 영양제도 있나요?,,,,"관절, 영양제",,"관절/신체부위, 영양제/의약외품종류"
점원,콘드로이틴이라고 있어요,장미연_약국_26,E,생활서비스,약국,0,4,제품 성분 문의,,A,,,,,콘드로이틴이라고 있어요,콘드로이틴,,콘드로이틴/제품명
고객,하놀린레이산인가 정형외과에서 그게 좋다하던데 있나요?,장미연_약국_26,E,생활서비스,약국,1,5,특정 성분 의약품 요청,,Q,,하놀린레이산인가 정형외과에서 그게 좋다하던데 있나요?,,,,"하놀린레이산, 정형외과",,"하놀린레이산/성분, 정형외과/병원"
점원,히알루론산이요?,장미연_약국_26,E,생활서비스,약국,0,6,제품 성분 문의,성분,Q,,,히알루론산이요?,,,하이알루론산,,하이알루론산/성분
고객,"네, 맞아요",장미연_약국_26,E,생활서비스,약국,1,7,제품 성분 문의,성분,A,,,,"네, 맞아요",,,,
점원,있는지 확인해볼게요,장미연_약국_26,E,생활서비스,약국,0,8,특정 성분 의약품 요청,,A,,,,,있는지 확인해볼게요,확인,,
